679500.0 442500.0 3.2533e6 1.5703e6 1.0145e6 568920.0 226450.0 149710.0 122730.0 83660.0 196930.0 584200.0
1.4035e6 832300.0 4.1815e6 2.1742e6 1.5004e6 323500.0 184830.0 139780.0 68890.0 90810.0 91240.0 262440.0
588200.0 1.2529e6 1.3205e6 1.7549e6 899000.0 297530.0 122670.0 139500.0 136630.0 318330.0 333930.0 492100.0
557500.0 1.5618e6 2.4408e6 1.0562e6 1.7952e6 495960.0 143960.0 112430.0 150120.0 182290.0 343570.0 955700.0
633830.0 850900.0 2.5971e6 1.9393e6 2.0859e6 563400.0 467600.0 639810.0 319410.0 851910.0 1.3417e6 1.5028e6
567600.0 1.1717e6 1.7863e6 1.0462e6 1.5379e6 1.6321e6 569290.0 188560.0 412500.0 216580.0 1.32993e6 1.0841e6
730500.0 816000.0 904910.0 1.8329e6 1.0757e6 610900.0 466270.0 577620.0 195560.0 162900.0 819540.0 1.0157e6
592000.0 1.9238e6 1.6338e6 4.1849e6 1.3341e6 621400.0 624700.0 332650.0 262560.0 567740.0 1.8182e6 1.3349e6
855700.0 2.0815e6 3.2723e6 1.9187e6 1.4064e6 443190.0 228750.0 407590.0 317050.0 326180.0 522100.0 1.8737e6
1.4401e6 847900.0 3.5485e6 2.7814e6 2.2788e6 5.7212e6 1.906e6 413380.0 228330.0 232940.0 1.67703e6 3.3116e6
1.579e6 1.7073e6 2.0346e6 2.4169e6 1.8832e6 1.0837e6 648400.0 446040.0 477260.0 422370.0 810500.0 2.8226e6
2.2652e6 1.3324e6 1.9255e6 2.8042e6 1.2248e6 571000.0 667090.0 324180.0 622300.0 351600.0 684720.0 1.6376e6
1.6663e6 2.3278e6 2.5245e6 1.4614e6 1.7798e6 1.2769e6 574100.0 295570.0 2.3594e6 2.0749e6 1.1995e6 1.1191e6
1.4896e6 2.7794e6 1.9992e6 1.2895e6 1.0448e6 1.141e6 754300.0 627900.0 367270.0 2.5211e6 1.1082e6 778600.0
362300.0 760600.0 3.9287e6 2.5736e6 872800.0 361410.0 590700.0 403590.0 1.04194e6 2.34e6 2.158e6 2.7394e6
2.6733e6 1.0201e6 3.3764e6 2.7075e6 2.4742e6 766800.0 417710.0 493960.0 319420.0 339840.0 387480.0 934900.0
2.9084e6 1.2092e6 4.3046e6 1.8953e6 1.2937e6 742080.0 358410.0 461290.0 812700.0 1.3932e6 1.4051e6 1.3018e6
781800.0 330740.0 2.12583e6 3.0944e6 1.387e6 470740.0 326800.0 236760.0 138090.0 148930.0 343270.0 501280.0
205700.0 2.8684e6 1.073e6 1.0844e6 1.3858e6 899700.0 481210.0 253680.0 254560.0 657330.0 985400.0 686900.0
820900.0 1.3925e6 2.6239e6 2.2649e6 725600.0 2.1056e6 587880.0 276670.0 169470.0 175100.0 306580.0 658100.0
568300.0 1.2038e6 1.6032e6 3.6994e6 2.5005e6 961200.0 522750.0 212180.0 138320.0 201920.0 633440.0 2.6914e6
591900.0 3.0963e6 1.6224e6 3.7281e6 2.1094e6 1.5449e6 1.0943e6 819400.0 274280.0 207170.0 411270.0 1.6313e6
879900.0 981500.0 1.6653e6 1.5012e6 707500.0 496950.0 292040.0 221550.0 261720.0 394900.0 1.53536e6 1.5847e6
918200.0 1.7637e6 3.0602e6 1.7338e6 804200.0 910500.0 508600.0 549200.0 208940.0 469200.0 1.5104e6 1.9299e6
879200.0 576800.0 1.7141e6 2.6715e6 833900.0 424900.0 535570.0 196970.0 878210.0 508800.0 721700.0 1.2399e6
631800.0 1.467e6 1.4512e6 1.0309e6 1.8682e6 436520.0 239590.0 221440.0 356870.0 220600.0 800440.0 467430.0
656700.0 690900.0 1.2293e6 1.844e6 3.2052e6 2.0225e6 1.3026e6 386340.0 258470.0 753860.0 940900.0 424370.0
1.1756e6 2.3911e6 1.1454e6 1.5655e6 1.7119e6 858100.0 816300.0 607300.0 474200.0 2.2244e6 1.4455e6 2.3825e6
2.0139e6 1.4114e6 2.2148e6 1.5493e6 916200.0 239780.0 162590.0 169980.0 132660.0 202260.0 326750.0 765500.0
786100.0 579740.0 1.9196e6 1.9746e6 1.0108e6 733300.0 642850.0 673400.0 587800.0 614800.0 1.5253e6 1.3753e6
1.9537e6 464200.0 2.3831e6 7.054e6 1.3516e6 406600.0 224590.0 197460.0 237320.0 367070.0 1.2918e6 2.0455e6
526900.0 1.4948e6 4.4231e6 4.4191e6 1.152e6 752900.0 719300.0 1.46262e6 569900.0 450150.0 740840.0 1.7124e6
1.9239e6 649400.0 1.4419e6 1.011e6 681200.0 586400.0 448900.0 167650.0 105990.0 738000.0 1.2765e6 933700.0
3.6224e6 1.8133e6 2.3025e6 2.2397e6 2.5685e6 832600.0 800300.0 466790.0 1.21933e6 1.6259e6 2.1119e6 3.5421e6
1.0079e6 1.3499e6 2.3122e6 1.2386e6 949500.0 725100.0 259430.0 228410.0 226920.0 211340.0 1.17691e6 953800.0
2.8107e6 2.1611e6 3.0883e6 2.6351e6 2.3269e6 790200.0 688380.0 214130.0 149490.0 226070.0 162520.0 192690.0
1.45902e6 1.2015e6 1.7594e6 1.7887e6 638300.0 209230.0 164620.0 161210.0 566180.0 616390.0 445140.0 1.0516e6
777500.0 1.0346e6 2.6319e6 2.7316e6 1.6675e6 1.2743e6 481100.0 438690.0 291110.0 370260.0 330640.0 954400.0
432700.0 955000.0 1.5937e6 2.6349e6 581200.0 688300.0 345750.0 171890.0 253520.0 254260.0 213790.0 771300.0
